po_number,supplier_id,warehouse_id,order_ts,status
po_number_409,2047,warehouse_id_61,2020-12-12T13:25:44,in_transit
po_number_410,2119,warehouse_id_36,2020-01-02T20:16:02,received
po_number_411,2051,warehouse_id_66,2020-05-30T10:43:53,draft
po_number_412,2017,warehouse_id_45,2020-01-07T03:27:17,draft
po_number_413,2013,warehouse_id_22,2020-07-22T17:25:19,in_transit
po_number_414,2033,warehouse_id_16,2020-02-25T18:01:38,received
po_number_415,2011,warehouse_id_57,2020-12-07T02:12:56,received
po_number_416,2102,warehouse_id_18,2020-10-10T19:54:56,draft
po_number_417,2113,warehouse_id_27,2020-04-18T13:14:40,in_transit
po_number_418,2021,warehouse_id_24,2020-06-24T20:42:55,approved
po_number_419,2027,warehouse_id_22,2020-08-03T20:10:07,received
po_number_420,2061,warehouse_id_24,2020-10-03T22:50:32,received
po_number_421,2083,warehouse_id_54,2020-10-05T01:13:50,in_transit
po_number_422,2000,warehouse_id_30,2020-06-06T00:37:28,in_transit
po_number_423,2033,warehouse_id_44,2020-01-26T00:40:21,draft
po_number_424,2010,warehouse_id_80,2020-07-11T20:44:16,draft
po_number_425,2070,warehouse_id_43,2020-05-23T22:34:57,in_transit
po_number_426,2054,warehouse_id_14,2020-07-09T12:49:49,draft
po_number_427,2096,warehouse_id_46,2020-10-27T22:57:16,approved
po_number_428,2072,warehouse_id_69,2020-07-24T07:01:58,in_transit
po_number_429,2101,warehouse_id_12,2020-11-25T08:40:57,in_transit
po_number_430,2033,warehouse_id_47,2020-08-25T21:42:30,in_transit
po_number_431,2103,warehouse_id_21,2020-04-06T06:50:03,received
po_number_432,2009,warehouse_id_23,2020-01-31T16:32:33,received
po_number_433,2057,warehouse_id_37,2020-06-27T13:57:40,draft
po_number_434,2046,warehouse_id_3,2020-09-21T20:29:44,approved
po_number_435,2057,warehouse_id_60,2020-10-01T12:10:51,in_transit
po_number_436,2077,warehouse_id_80,2020-05-30T08:04:05,draft
po_number_437,2023,warehouse_id_18,2020-07-20T16:46:46,in_transit
po_number_438,2008,warehouse_id_33,2020-03-31T15:28:19,closed
po_number_439,2090,warehouse_id_52,2020-05-19T08:00:36,in_transit
po_number_440,2051,warehouse_id_80,2020-09-17T07:28:14,in_transit
po_number_441,2027,warehouse_id_45,2020-06-12T00:51:33,draft
po_number_442,2046,warehouse_id_21,2020-01-27T08:42:02,draft
po_number_443,2081,warehouse_id_19,2020-10-08T12:31:56,draft
po_number_444,2080,warehouse_id_73,2020-07-15T20:06:14,received
po_number_445,2051,warehouse_id_67,2020-04-29T01:20:45,in_transit
po_number_446,2071,warehouse_id_58,2020-04-12T10:06:28,draft
po_number_447,2104,warehouse_id_52,2020-06-09T07:07:58,in_transit
po_number_448,2021,warehouse_id_52,2020-03-06T07:24:24,in_transit
po_number_449,2106,warehouse_id_56,2020-09-29T08:23:17,received
po_number_450,2054,warehouse_id_73,2020-10-27T14:24:46,draft
po_number_451,2015,warehouse_id_17,2020-10-15T04:24:45,closed
po_number_452,2116,warehouse_id_71,2020-04-24T09:10:39,closed
po_number_453,2014,warehouse_id_36,2020-11-02T13:07:18,received
po_number_454,2067,warehouse_id_46,2020-03-13T23:16:39,in_transit
po_number_455,2119,warehouse_id_33,2020-11-27T03:41:53,draft
po_number_456,2029,warehouse_id_50,2020-12-04T10:37:43,received
po_number_457,2074,warehouse_id_31,2020-05-03T11:44:09,in_transit
po_number_458,2013,warehouse_id_20,2020-09-25T13:15:02,draft
po_number_459,2022,warehouse_id_13,2020-07-06T22:51:17,approved
po_number_460,2022,warehouse_id_65,2020-11-07T09:47:55,received
po_number_461,2027,warehouse_id_50,2020-05-18T20:27:58,received
po_number_462,2058,warehouse_id_39,2020-02-24T19:18:29,closed
po_number_463,2034,warehouse_id_18,2020-06-19T20:23:05,draft
po_number_464,2105,warehouse_id_66,2020-08-19T22:29:33,in_transit
po_number_465,2071,warehouse_id_20,2020-11-01T08:36:01,approved
po_number_466,2111,warehouse_id_18,2020-05-25T02:04:52,closed
po_number_467,2039,warehouse_id_42,2020-09-06T05:11:30,approved
po_number_468,2062,warehouse_id_76,2020-06-30T17:03:10,received
po_number_469,2062,warehouse_id_35,2020-12-30T18:50:56,closed
po_number_470,2075,warehouse_id_15,2020-09-08T13:23:52,in_transit
po_number_471,2018,warehouse_id_29,2020-04-07T17:24:44,draft
po_number_472,2104,warehouse_id_39,2020-12-16T03:41:02,closed
po_number_473,2030,warehouse_id_58,2020-07-31T15:08:29,draft
po_number_474,2055,warehouse_id_23,2020-08-24T06:09:59,closed
po_number_475,2012,warehouse_id_25,2020-03-11T21:04:40,draft
po_number_476,2067,warehouse_id_55,2020-06-12T21:34:38,draft
po_number_477,2034,warehouse_id_8,2020-11-03T06:45:29,approved
po_number_478,2040,warehouse_id_54,2020-06-09T14:00:48,in_transit
po_number_479,2114,warehouse_id_17,2020-08-18T08:42:09,closed
po_number_480,2040,warehouse_id_18,2020-01-05T00:02:58,in_transit
po_number_481,2022,warehouse_id_59,2020-04-15T08:00:11,draft
po_number_482,2099,warehouse_id_31,2020-08-29T02:06:56,draft
po_number_483,2009,warehouse_id_32,2020-03-27T10:03:43,in_transit
po_number_484,2028,warehouse_id_59,2020-01-29T06:06:30,draft
po_number_485,2108,warehouse_id_46,2020-01-30T04:40:23,in_transit
po_number_486,2018,warehouse_id_44,2020-06-29T08:14:22,received
po_number_487,2095,warehouse_id_62,2020-04-06T14:03:43,draft
po_number_488,2042,warehouse_id_72,2020-06-15T21:41:25,draft
po_number_489,2022,warehouse_id_48,2020-04-27T02:04:45,in_transit
po_number_490,2017,warehouse_id_7,2020-01-26T02:44:34,in_transit
po_number_491,2101,warehouse_id_1,2020-09-26T08:49:56,approved
po_number_492,2026,warehouse_id_73,2020-05-20T08:47:54,in_transit
po_number_493,2068,warehouse_id_3,2020-02-06T20:00:33,received
po_number_494,2014,warehouse_id_37,2020-03-10T11:06:01,closed
po_number_495,2102,warehouse_id_30,2020-01-13T15:36:54,closed
po_number_496,2076,warehouse_id_74,2020-02-29T18:25:07,closed
po_number_497,2063,warehouse_id_64,2020-01-23T08:54:47,closed
po_number_498,2014,warehouse_id_33,2020-02-18T19:17:56,received
po_number_499,2066,warehouse_id_26,2020-03-14T09:44:42,closed
po_number_500,2072,warehouse_id_78,2020-12-19T16:21:17,in_transit
po_number_501,2045,warehouse_id_76,2020-12-16T14:30:28,in_transit
po_number_502,2082,warehouse_id_7,2020-04-11T16:20:06,in_transit
po_number_503,2051,warehouse_id_35,2020-02-22T00:12:41,draft
po_number_504,2111,warehouse_id_19,2020-04-03T00:50:16,in_transit
po_number_505,2032,warehouse_id_43,2020-04-28T00:35:55,draft
po_number_506,2063,warehouse_id_34,2020-12-12T19:54:32,closed
po_number_507,2068,warehouse_id_10,2020-11-13T22:51:55,in_transit
po_number_508,2109,warehouse_id_17,2020-10-14T04:41:39,in_transit
po_number_509,2014,warehouse_id_27,2020-10-14T01:02:31,received
po_number_510,2101,warehouse_id_12,2020-11-24T23:50:38,draft
po_number_511,2083,warehouse_id_63,2020-11-27T14:10:41,draft
po_number_512,2105,warehouse_id_78,2020-02-14T23:51:37,draft
po_number_513,2023,warehouse_id_64,2020-12-13T03:52:10,in_transit
po_number_514,2044,warehouse_id_52,2020-06-22T04:40:28,approved
po_number_515,2109,warehouse_id_19,2020-11-13T19:24:53,approved
po_number_516,2036,warehouse_id_34,2020-10-30T22:23:22,in_transit
po_number_517,2100,warehouse_id_37,2020-01-18T13:02:27,draft
po_number_518,2066,warehouse_id_6,2020-09-10T02:45:38,received
po_number_519,2098,warehouse_id_80,2020-08-06T01:32:43,draft
po_number_520,2011,warehouse_id_65,2020-06-04T01:15:34,in_transit
po_number_521,2084,warehouse_id_46,2020-09-15T02:52:05,closed
po_number_522,2111,warehouse_id_47,2020-03-25T09:54:21,approved
po_number_523,2060,warehouse_id_70,2020-07-27T16:56:55,closed
po_number_524,2002,warehouse_id_73,2020-03-02T05:17:38,received
po_number_525,2029,warehouse_id_78,2020-05-01T21:42:55,approved
po_number_526,2041,warehouse_id_14,2020-08-02T23:39:42,draft
po_number_527,2067,warehouse_id_24,2020-07-01T04:21:19,received
po_number_528,2005,warehouse_id_38,2020-12-02T04:35:00,draft
po_number_529,2053,warehouse_id_60,2020-04-16T04:12:25,in_transit
po_number_530,2051,warehouse_id_63,2020-08-12T11:16:37,received
po_number_531,2086,warehouse_id_30,2020-06-25T11:05:28,closed
po_number_532,2101,warehouse_id_26,2020-10-04T23:23:12,in_transit
po_number_533,2087,warehouse_id_64,2020-07-21T23:30:50,draft
po_number_534,2040,warehouse_id_25,2020-08-17T11:17:45,in_transit
po_number_535,2118,warehouse_id_34,2020-05-05T22:02:49,received
po_number_536,2032,warehouse_id_54,2020-11-15T16:20:12,received
po_number_537,2099,warehouse_id_39,2020-08-19T15:13:46,approved
po_number_538,2006,warehouse_id_47,2020-08-07T09:38:37,in_transit
po_number_539,2057,warehouse_id_29,2020-08-31T08:31:26,in_transit
po_number_540,2083,warehouse_id_22,2020-12-20T20:16:51,closed
po_number_541,2081,warehouse_id_50,2020-07-29T20:15:06,received
po_number_542,2067,warehouse_id_40,2020-06-22T00:21:28,closed
po_number_543,2016,warehouse_id_34,2020-03-10T21:53:20,closed
po_number_544,2001,warehouse_id_73,2020-09-03T11:46:34,draft
po_number_545,2032,warehouse_id_20,2020-12-10T07:13:46,approved
po_number_546,2104,warehouse_id_38,2020-10-19T21:12:45,closed
po_number_547,2010,warehouse_id_59,2020-02-12T07:50:19,approved
po_number_548,2111,warehouse_id_15,2020-11-06T21:33:00,closed
po_number_549,2074,warehouse_id_11,2020-09-21T18:11:37,closed
po_number_550,2027,warehouse_id_76,2020-10-29T09:34:58,received
po_number_551,2074,warehouse_id_40,2020-05-05T07:38:45,draft
po_number_552,2038,warehouse_id_52,2020-01-23T21:41:34,approved
po_number_553,2106,warehouse_id_68,2020-08-05T15:54:45,in_transit
po_number_554,2083,warehouse_id_22,2020-09-11T07:30:49,received
po_number_555,2045,warehouse_id_53,2020-06-14T07:13:50,in_transit
po_number_556,2057,warehouse_id_66,2020-08-19T16:27:36,draft
po_number_557,2072,warehouse_id_73,2020-12-16T12:15:39,draft
po_number_558,2083,warehouse_id_60,2020-08-28T10:42:29,closed
po_number_559,2113,warehouse_id_39,2020-12-08T09:18:45,closed
po_number_560,2010,warehouse_id_40,2020-07-27T22:20:17,draft
po_number_561,2021,warehouse_id_9,2020-06-10T12:42:42,closed
po_number_562,2030,warehouse_id_17,2020-05-06T01:40:57,approved
po_number_563,2109,warehouse_id_25,2020-06-14T16:01:17,received
po_number_564,2044,warehouse_id_46,2020-12-02T12:51:31,draft
po_number_565,2043,warehouse_id_10,2020-01-10T12:53:19,in_transit
po_number_566,2088,warehouse_id_11,2020-06-08T20:11:10,closed
po_number_567,2028,warehouse_id_54,2020-06-17T00:22:51,in_transit
po_number_568,2001,warehouse_id_2,2020-02-14T15:08:02,approved
po_number_569,2092,warehouse_id_2,2020-04-20T01:55:17,closed
po_number_570,2119,warehouse_id_58,2020-09-22T20:39:57,in_transit
po_number_571,2004,warehouse_id_4,2020-11-28T09:51:13,draft
po_number_572,2089,warehouse_id_21,2020-06-28T21:51:04,received
po_number_573,2074,warehouse_id_78,2020-09-17T07:05:59,closed
po_number_574,2036,warehouse_id_56,2020-03-26T17:28:05,closed
po_number_575,2069,warehouse_id_44,2020-03-19T02:46:03,closed
po_number_576,2083,warehouse_id_27,2020-06-26T09:17:02,closed
po_number_577,2049,warehouse_id_31,2020-01-01T00:20:44,received
po_number_578,2051,warehouse_id_70,2020-02-16T07:14:28,approved
po_number_579,2002,warehouse_id_51,2020-10-11T04:52:34,draft
po_number_580,2010,warehouse_id_67,2020-04-12T19:04:18,in_transit
po_number_581,2115,warehouse_id_14,2020-10-21T17:25:29,received
po_number_582,2111,warehouse_id_28,2020-01-15T12:38:14,approved
po_number_583,2071,warehouse_id_54,2020-11-09T06:57:01,draft
po_number_584,2049,warehouse_id_20,2020-03-12T08:28:05,approved
po_number_585,2066,warehouse_id_11,2020-01-26T17:12:15,draft
po_number_586,2039,warehouse_id_68,2020-03-15T10:35:45,in_transit
po_number_587,2001,warehouse_id_57,2020-11-10T03:13:24,in_transit
po_number_588,2020,warehouse_id_35,2020-05-06T14:25:53,approved
po_number_589,2063,warehouse_id_15,2020-10-19T22:26:10,draft
po_number_590,2024,warehouse_id_30,2020-12-09T11:57:21,closed
po_number_591,2011,warehouse_id_41,2020-03-29T09:53:37,draft
po_number_592,2042,warehouse_id_21,2020-09-22T23:48:30,closed
po_number_593,2004,warehouse_id_54,2020-09-12T19:57:27,draft
po_number_594,2047,warehouse_id_68,2020-11-24T22:16:23,in_transit
po_number_595,2008,warehouse_id_34,2020-07-16T17:36:48,draft
po_number_596,2073,warehouse_id_54,2020-09-20T02:06:40,closed
po_number_597,2092,warehouse_id_40,2020-05-31T08:32:16,draft
po_number_598,2000,warehouse_id_78,2020-03-29T11:38:15,approved
po_number_599,2119,warehouse_id_7,2020-10-04T19:20:32,draft
po_number_600,2096,warehouse_id_56,2020-07-12T18:40:54,draft
po_number_601,2073,warehouse_id_18,2020-02-22T13:49:40,closed
po_number_602,2066,warehouse_id_13,2020-01-12T05:35:18,closed
po_number_603,2080,warehouse_id_56,2020-12-15T05:50:54,in_transit
po_number_604,2089,warehouse_id_40,2020-07-16T18:33:18,closed
po_number_605,2063,warehouse_id_27,2020-06-26T16:28:09,in_transit
po_number_606,2104,warehouse_id_43,2020-05-31T19:38:37,closed
po_number_607,2085,warehouse_id_17,2020-07-26T12:04:24,received
po_number_608,2056,warehouse_id_79,2020-06-21T20:22:48,approved
po_number_609,2115,warehouse_id_69,2020-02-09T23:49:10,approved
po_number_610,2108,warehouse_id_5,2020-02-25T03:19:20,closed
po_number_611,2075,warehouse_id_20,2020-07-21T15:21:54,approved
po_number_612,2119,warehouse_id_10,2020-12-01T10:39:52,in_transit
po_number_613,2053,warehouse_id_62,2020-01-26T04:55:37,received
po_number_614,2050,warehouse_id_33,2020-05-16T04:54:42,received
po_number_615,2022,warehouse_id_1,2020-07-22T15:47:03,approved
po_number_616,2010,warehouse_id_56,2020-09-16T22:35:13,received
po_number_617,2106,warehouse_id_33,2020-11-04T12:45:58,draft
po_number_618,2014,warehouse_id_62,2020-09-27T13:40:57,draft
po_number_619,2028,warehouse_id_47,2020-05-28T05:07:24,received
po_number_620,2005,warehouse_id_29,2020-09-08T16:46:31,in_transit
po_number_621,2103,warehouse_id_46,2020-07-07T21:25:34,in_transit
po_number_622,2019,warehouse_id_34,2020-02-04T14:10:41,closed
po_number_623,2011,warehouse_id_25,2020-01-17T21:51:33,draft
po_number_624,2096,warehouse_id_38,2020-08-06T17:26:16,in_transit
po_number_625,2022,warehouse_id_28,2020-12-16T03:11:36,approved
po_number_626,2005,warehouse_id_17,2020-07-12T19:00:23,closed
po_number_627,2059,warehouse_id_3,2020-08-18T01:27:32,received
po_number_628,2085,warehouse_id_46,2020-04-23T09:55:23,closed
po_number_629,2001,warehouse_id_21,2020-07-30T15:23:20,approved
po_number_630,2065,warehouse_id_71,2020-11-19T21:09:31,received
po_number_631,2081,warehouse_id_54,2020-08-17T05:54:03,received
po_number_632,2084,warehouse_id_13,2020-05-02T20:28:48,approved
po_number_633,2081,warehouse_id_75,2020-02-15T16:10:15,received
po_number_634,2082,warehouse_id_75,2020-03-07T18:33:34,draft
po_number_635,2093,warehouse_id_15,2020-10-31T03:00:46,in_transit
po_number_636,2033,warehouse_id_20,2020-11-20T06:19:46,approved
po_number_637,2045,warehouse_id_20,2020-08-25T19:56:03,in_transit
po_number_638,2110,warehouse_id_78,2020-03-11T08:28:31,approved
po_number_639,2058,warehouse_id_43,2020-02-21T06:00:51,received
po_number_640,2039,warehouse_id_53,2020-03-23T02:48:07,closed
po_number_641,2025,warehouse_id_39,2020-01-22T01:42:27,in_transit
po_number_642,2010,warehouse_id_29,2020-12-23T23:56:13,draft
po_number_643,2087,warehouse_id_46,2020-07-10T05:03:55,in_transit
po_number_644,2058,warehouse_id_15,2020-06-20T22:31:39,approved
po_number_645,2075,warehouse_id_24,2020-01-10T00:14:54,approved
po_number_646,2101,warehouse_id_21,2020-12-03T23:49:09,approved
po_number_647,2119,warehouse_id_46,2020-02-19T01:05:53,received
po_number_648,2041,warehouse_id_30,2020-12-15T16:39:01,approved
po_number_649,2045,warehouse_id_8,2020-05-07T09:17:54,received
po_number_650,2005,warehouse_id_53,2020-01-01T21:20:52,received
po_number_651,2010,warehouse_id_63,2020-08-10T07:13:23,in_transit
po_number_652,2018,warehouse_id_52,2020-01-08T12:15:31,closed
po_number_653,2093,warehouse_id_11,2020-03-16T11:09:57,draft
po_number_654,2105,warehouse_id_44,2020-12-25T10:46:50,in_transit
po_number_655,2103,warehouse_id_64,2020-05-28T02:48:34,approved
po_number_656,2043,warehouse_id_23,2020-02-17T21:28:44,in_transit
po_number_657,2028,warehouse_id_23,2020-01-30T01:36:15,draft
po_number_658,2054,warehouse_id_18,2020-11-02T07:15:34,in_transit
po_number_659,2091,warehouse_id_33,2020-07-13T09:56:27,approved
po_number_660,2025,warehouse_id_36,2020-12-24T08:57:55,received
po_number_661,2112,warehouse_id_53,2020-12-21T07:06:10,draft
po_number_662,2029,warehouse_id_11,2020-01-05T17:17:12,approved
po_number_663,2059,warehouse_id_48,2020-01-31T12:00:52,received
po_number_664,2042,warehouse_id_28,2020-08-23T04:34:34,closed
po_number_665,2002,warehouse_id_43,2020-01-25T10:57:41,approved
po_number_666,2102,warehouse_id_48,2020-05-01T11:18:24,in_transit
po_number_667,2030,warehouse_id_3,2020-12-12T23:21:17,draft
po_number_668,2109,warehouse_id_35,2020-08-15T07:00:32,closed
po_number_669,2025,warehouse_id_38,2020-10-27T10:20:39,draft
po_number_670,2058,warehouse_id_27,2020-11-07T19:40:30,draft
po_number_671,2119,warehouse_id_53,2020-09-04T05:35:05,in_transit
po_number_672,2054,warehouse_id_15,2020-08-18T12:31:15,closed
po_number_673,2101,warehouse_id_9,2020-07-06T19:01:07,draft
po_number_674,2116,warehouse_id_51,2020-09-26T10:33:01,in_transit
po_number_675,2046,warehouse_id_40,2020-07-07T07:27:31,received
po_number_676,2005,warehouse_id_78,2020-07-15T03:53:34,approved
po_number_677,2112,warehouse_id_6,2020-07-19T13:40:15,draft
po_number_678,2039,warehouse_id_69,2020-09-19T15:20:08,in_transit
po_number_679,2037,warehouse_id_12,2020-06-16T14:52:59,approved
po_number_680,2113,warehouse_id_76,2020-02-07T09:28:16,closed
po_number_681,2079,warehouse_id_36,2020-03-30T07:31:43,closed
po_number_682,2007,warehouse_id_28,2020-10-15T20:13:21,received
po_number_683,2057,warehouse_id_32,2020-06-22T07:52:07,draft
po_number_684,2027,warehouse_id_5,2020-10-12T05:21:40,closed
po_number_685,2051,warehouse_id_73,2020-10-24T07:26:08,received
po_number_686,2045,warehouse_id_19,2020-10-06T21:52:21,received
po_number_687,2024,warehouse_id_76,2020-05-17T21:38:23,approved
po_number_688,2022,warehouse_id_50,2020-10-24T16:16:10,draft
po_number_689,2051,warehouse_id_77,2020-06-02T00:37:09,approved
po_number_690,2066,warehouse_id_46,2020-07-13T22:14:53,in_transit
po_number_691,2013,warehouse_id_14,2020-02-18T18:00:47,draft
po_number_692,2113,warehouse_id_4,2020-03-15T01:19:06,received
po_number_693,2080,warehouse_id_26,2020-11-06T12:05:19,received
po_number_694,2007,warehouse_id_19,2020-07-04T14:23:59,approved
po_number_695,2064,warehouse_id_25,2020-12-23T22:25:00,in_transit
po_number_696,2087,warehouse_id_43,2020-01-22T04:59:57,received
po_number_697,2041,warehouse_id_69,2020-12-13T08:28:01,closed
po_number_698,2050,warehouse_id_39,2020-03-01T19:23:05,draft
po_number_699,2110,warehouse_id_71,2020-01-04T09:00:39,closed
po_number_700,2088,warehouse_id_46,2020-06-28T18:12:01,closed
po_number_701,2027,warehouse_id_28,2020-06-04T02:32:28,draft
